YYYY,MM,DD,HH24,MI format in Local standard time,Air Temperature in degrees C,Relative humidity in percentage %,Wind speed in km/h
2021,12,15,14,30,16,77,22.3
2021,12,15,15,0,16,79,22.3
2021,12,15,15,30,15.9,76,22.3
2021,12,15,16,0,16.4,72,20.5
2021,12,15,16,30,15.9,76,22.3
2021,12,15,17,0,15.8,76,20.5
2021,12,15,17,30,15.4,78,20.5
2021,12,15,18,0,15.7,75,16.6
2021,12,15,18,30,15.8,69,16.6
2021,12,15,19,0,15.7,66,16.6
2021,12,15,19,30,15.9,66,16.6
2021,12,15,20,0,15.5,69,16.6
2021,12,15,20,30,15.1,71,14.8
2021,12,15,21,0,14.9,72,13
2021,12,15,21,30,15,71,14.8
2021,12,15,22,0,15,70,14.8
2021,12,15,22,30,14.8,68,13
2021,12,15,23,0,13.2,73,11.2
2021,12,15,23,30,12.7,76,9.4
2021,12,16,0,0,12,81,9.4
2021,12,16,0,30,11.6,84,7.6
2021,12,16,1,0,11.4,84,7.6
2021,12,16,1,30,11,88,7.6
2021,12,16,2,0,10.8,87,7.6
2021,12,16,2,30,9.2,90,9.4
2021,12,16,3,0,8.8,90,9.4
2021,12,16,3,30,8.4,90,13
2021,12,16,4,0,8.4,92,14.8
2021,12,16,4,30,8.9,91,11.2
2021,12,16,5,0,9.2,92,9.4
2021,12,16,5,30,8.8,92,9.4
2021,12,16,6,0,8.8,93,9.4
2021,12,16,6,30,10.3,93,11.2
2021,12,16,7,0,11.2,89,13
2021,12,16,7,30,12,89,13
2021,12,16,8,0,13.1,84,14.8
2021,12,16,8,30,14.4,77,16.6
2021,12,16,9,0,15.3,77,16.6
2021,12,16,9,30,16,74,20.5
2021,12,16,10,0,17.8,62,20.5
2021,12,16,10,30,18,54,22.3
2021,12,16,11,0,17.8,49,20.5
2021,12,16,11,30,17.7,46,20.5
2021,12,16,12,0,18.4,42,24.1
2021,12,16,12,30,19,39,24.1
2021,12,16,13,0,19.4,30,24.1
2021,12,16,13,30,18.9,34,22.3
2021,12,16,14,0,19.9,32,24.1
2021,12,16,14,30,20,35,20.5
2021,12,16,15,0,20.5,38,24.1
2021,12,16,15,30,19.9,39,24.1
2021,12,16,16,0,19.9,38,20.5
2021,12,16,16,30,20.2,39,22.3
2021,12,16,17,0,19.8,44,25.9
2021,12,16,17,30,19.5,48,24.1
2021,12,16,18,0,19.1,45,24.1
2021,12,16,18,30,19.1,47,22.3
2021,12,16,19,0,18.8,42,25.9
2021,12,16,19,30,18.1,45,24.1
2021,12,16,20,0,17.3,50,20.5
2021,12,16,20,30,16.1,47,18.4
2021,12,16,21,0,15.3,52,14.8
2021,12,16,21,30,14.5,56,14.8
2021,12,16,22,0,14,42,18.4
2021,12,16,22,30,13.4,49,13
2021,12,16,23,0,12.7,59,13
2021,12,16,23,30,11.8,61,7.6
2021,12,17,0,0,11.2,72,9.4
2021,12,17,0,30,10.9,78,9.4
2021,12,17,1,0,10.2,80,7.6
2021,12,17,1,30,10.4,83,7.6
2021,12,17,2,0,10.6,84,5.4
2021,12,17,2,30,8.9,85,7.6
2021,12,17,3,0,8,89,3.6
2021,12,17,3,30,7.9,90,0
2021,12,17,4,0,9,89,7.6
2021,12,17,4,30,7.9,87,9.4
2021,12,17,5,0,8.1,89,9.4
2021,12,17,5,30,7.7,93,13
2021,12,17,6,0,7.5,92,13
2021,12,17,6,30,8.4,92,7.6
2021,12,17,7,0,9.3,89,14.8
2021,12,17,7,30,11.3,82,16.6
2021,12,17,8,0,13.2,77,7.6
2021,12,17,8,30,14.5,67,11.2
2021,12,17,9,0,16.3,61,11.2
2021,12,17,9,30,17.7,53,7.6
2021,12,17,10,0,19.8,50,5.4
2021,12,17,10,30,22,45,11.2
2021,12,17,11,0,24.3,39,22.3
2021,12,17,11,30,25.7,37,24.1
2021,12,17,12,0,26.9,35,29.5
2021,12,17,12,30,27,33,25.9
2021,12,17,13,0,27.5,34,22.3
2021,12,17,13,30,27.8,31,18.4
2021,12,17,14,0,29.1,31,20.5
2021,12,17,14,30,28.7,30,18.4
2021,12,17,15,0,29.4,30,27.7
2021,12,17,15,30,29.1,29,24.1
2021,12,17,16,0,28.7,29,22.3
2021,12,17,16,30,28.8,30,24.1
2021,12,17,17,0,29.6,29,20.5
2021,12,17,17,30,29.5,30,20.5
2021,12,17,18,0,28.6,28,18.4
2021,12,17,18,30,28.2,32,14.8
2021,12,17,19,0,27.9,32,13
2021,12,17,19,30,27.1,35,9.4
2021,12,17,20,0,26,37,11.2
2021,12,17,20,30,24.6,43,13
2021,12,17,21,0,23.8,45,13
2021,12,17,21,30,22.1,56,14.8
2021,12,17,22,0,22.9,46,13
2021,12,17,22,30,22.5,45,16.6
2021,12,17,23,0,21.6,46,20.5
2021,12,17,23,30,20.4,49,16.6
2021,12,18,0,0,20,51,16.6
2021,12,18,0,30,19.2,54,14.8
2021,12,18,1,0,21.8,41,24.1
2021,12,18,1,30,23,35,24.1
2021,12,18,2,0,21.7,39,29.5
2021,12,18,2,30,21.5,39,24.1
2021,12,18,3,0,22.2,36,31.3
2021,12,18,3,30,24.5,30,37.1
2021,12,18,4,0,24.9,28,35.3
2021,12,18,4,30,24.3,30,42.5
2021,12,18,5,0,23.8,32,35.3
2021,12,18,5,30,23.8,31,37.1
2021,12,18,6,0,23.9,35,38.9
2021,12,18,6,30,24.1,37,48.2
2021,12,18,7,0,23.8,39,40.7
2021,12,18,7,30,24.2,38,40.7
2021,12,18,8,0,24,40,35.3
2021,12,18,8,30,24.6,40,42.5
2021,12,18,9,0,25.8,37,38.9
2021,12,18,9,30,28.1,35,38.9
2021,12,18,10,0,29.4,32,42.5
2021,12,18,10,30,29.6,30,33.5
2021,12,18,11,0,31.4,31,31.3
2021,12,18,11,30,33.1,25,31.3
2021,12,18,12,0,34.3,27,35.3
2021,12,18,12,30,33.5,24,27.7
2021,12,18,13,0,26.6,51,35.3
2021,12,18,13,30,24.8,60,31.3
2021,12,18,14,0,24.1,62,33.5
2021,12,18,14,30,24.3,60,29.5
2021,12,18,15,0,24.1,58,31.3
2021,12,18,15,30,23.8,59,31.3
2021,12,18,16,0,23,55,33.5
2021,12,18,16,30,21.7,54,31.3
2021,12,18,17,0,21.6,55,29.5
2021,12,18,17,30,21.2,55,24.1
2021,12,18,18,0,21.2,49,22.3
2021,12,18,18,30,21.2,50,18.4
2021,12,18,19,0,20.6,54,18.4
2021,12,18,19,30,19.6,65,22.3
2021,12,18,20,0,18.4,71,16.6
2021,12,18,20,30,17.7,75,14.8
2021,12,18,21,0,16.8,79,13
2021,12,18,21,30,16.5,81,11.2
2021,12,18,22,0,16.1,82,11.2
2021,12,18,22,30,15.9,84,11.2
2021,12,18,23,0,15.2,87,14.8
2021,12,18,23,30,14.4,89,13
2021,12,19,0,0,14.1,90,11.2
2021,12,19,0,30,13.9,91,11.2
2021,12,19,1,0,13.9,91,9.4
2021,12,19,1,30,13.2,92,11.2
2021,12,19,2,0,13.4,93,11.2
2021,12,19,2,30,13.9,94,11.2
2021,12,19,3,0,14.3,91,11.2
2021,12,19,3,30,14.7,91,11.2
2021,12,19,4,0,14.8,91,9.4
2021,12,19,4,30,15,90,0
2021,12,19,5,0,14.9,89,7.6
2021,12,19,5,30,14.7,90,0
2021,12,19,6,0,14.6,91,7.6
2021,12,19,6,30,14.8,94,13
2021,12,19,7,0,14.5,94,7.6
2021,12,19,7,30,14.9,95,13
2021,12,19,8,0,16.1,92,18.4
2021,12,19,8,30,19.8,76,16.6
2021,12,19,9,0,21.4,65,25.9
2021,12,19,9,30,20.7,68,22.3
2021,12,19,10,0,20.4,67,13
2021,12,19,10,30,21.5,61,20.5
2021,12,19,11,0,22.7,52,27.7
2021,12,19,11,30,22.9,53,27.7
2021,12,19,12,0,20.4,53,53.6
2021,12,19,12,30,18.1,66,42.5
2021,12,19,13,0,18.3,67,27.7
2021,12,19,13,30,19.5,61,35.3
2021,12,19,14,0,21.5,56,33.5
2021,12,19,14,30,22.1,52,40.7
2021,12,19,15,0,15.4,80,55.4
2021,12,19,15,30,16.8,68,40.7
2021,12,19,16,0,18,55,42.5
2021,12,19,16,30,17.7,57,40.7
2021,12,19,17,0,19.6,46,40.7
2021,12,19,17,30,19.5,34,46.4
2021,12,19,18,0,18.5,40,35.3
2021,12,19,18,30,18.5,40,40.7
2021,12,19,19,0,18.6,40,37.1
2021,12,19,19,30,17.7,49,25.9
2021,12,19,20,0,16.5,50,27.7
2021,12,19,20,30,15.5,53,22.3
2021,12,19,21,0,14.7,53,18.4
2021,12,19,21,30,13.8,57,13
2021,12,19,22,0,12.7,64,13
2021,12,19,22,30,11.6,69,9.4
2021,12,19,23,0,10.9,72,13
2021,12,19,23,30,11.1,72,16.6
2021,12,20,0,0,10.1,75,11.2
2021,12,20,0,30,10.6,74,11.2
2021,12,20,1,0,10.3,74,18.4
2021,12,20,1,30,10.2,73,16.6
2021,12,20,2,0,9.9,73,14.8
2021,12,20,2,30,11.5,64,20.5
2021,12,20,3,0,11.1,66,22.3
2021,12,20,3,30,10.5,67,16.6
2021,12,20,4,0,9.8,70,16.6
2021,12,20,4,30,9.9,69,11.2
2021,12,20,5,0,9.3,69,13
2021,12,20,5,30,8.4,76,16.6
2021,12,20,6,0,8.5,76,16.6
2021,12,20,6,30,9.1,75,16.6
2021,12,20,7,0,11.1,67,18.4
2021,12,20,7,30,12.7,60,16.6
2021,12,20,8,0,14.1,59,16.6
2021,12,20,8,30,15.7,54,24.1
2021,12,20,9,0,17,52,27.7
2021,12,20,9,30,17.4,48,20.5
2021,12,20,10,0,18.4,49,11.2
2021,12,20,10,30,19.3,45,13
2021,12,20,11,0,19.7,46,13
2021,12,20,11,30,20,47,13
2021,12,20,12,0,21.9,43,25.9
2021,12,20,12,30,23.6,43,20.5
2021,12,20,13,0,24.1,40,18.4
2021,12,20,13,30,24.2,40,25.9
2021,12,20,14,0,24.8,39,25.9
2021,12,20,14,30,25.6,39,25.9
2021,12,20,15,0,26.8,36,29.5
2021,12,20,15,30,26.8,35,22.3
2021,12,20,16,0,27.4,33,27.7
2021,12,20,16,30,27.9,34,24.1
2021,12,20,17,0,27.9,32,27.7
2021,12,20,17,30,27.7,32,31.3
2021,12,20,18,0,27.7,33,31.3
2021,12,20,18,30,26.8,35,31.3
2021,12,20,19,0,25.8,37,29.5
2021,12,20,19,30,22.3,57,18.4
2021,12,20,20,0,20.1,68,22.3
2021,12,20,20,30,18.5,74,22.3
2021,12,20,21,0,17.7,78,16.6
2021,12,20,21,30,16.7,81,11.2
2021,12,20,22,0,16.1,83,9.4
2021,12,20,22,30,16.2,85,0
2021,12,20,23,0,15.7,86,5.4
2021,12,20,23,30,16.1,85,7.6
2021,12,21,0,0,14.8,82,13
2021,12,21,0,30,14.3,81,9.4
2021,12,21,1,0,14.1,82,0
2021,12,21,1,30,14.2,82,0
2021,12,21,2,0,13.2,85,0
2021,12,21,2,30,13.1,86,0
2021,12,21,3,0,13.4,84,0
2021,12,21,3,30,11.7,90,0
2021,12,21,4,0,11.2,93,7.6
2021,12,21,4,30,11.3,93,5.4
2021,12,21,5,0,11.4,89,0
2021,12,21,5,30,11.5,92,9.4
2021,12,21,6,0,11.2,90,13
2021,12,21,6,30,11.8,90,9.4
2021,12,21,7,0,12.9,87,9.4
2021,12,21,7,30,14.1,83,9.4
2021,12,21,8,0,14.8,78,14.8
2021,12,21,8,30,15.3,72,13
2021,12,21,9,0,16.2,70,11.2
2021,12,21,9,30,16.9,71,9.4
2021,12,21,10,0,17.6,64,9.4
2021,12,21,10,30,18.6,63,11.2
2021,12,21,11,0,20.1,56,13
2021,12,21,11,30,21.4,53,14.8
2021,12,21,12,0,21.7,50,9.4
2021,12,21,12,30,22.2,48,13
2021,12,21,13,0,23.5,46,9.4
2021,12,21,13,30,24.8,44,11.2
2021,12,21,14,0,24.9,41,11.2
2021,12,21,14,30,25.5,41,16.6
2021,12,21,15,0,25.8,41,9.4
2021,12,21,15,30,26.2,41,11.2
2021,12,21,16,0,26.4,43,18.4
2021,12,21,16,30,25.5,43,16.6
2021,12,21,17,0,25.8,42,22.3
2021,12,21,17,30,24,49,27.7
2021,12,21,18,0,22.3,57,27.7
2021,12,21,18,30,21.7,63,24.1
2021,12,21,19,0,20.2,65,25.9
2021,12,21,19,30,19,71,20.5
2021,12,21,20,0,18.2,75,25.9
2021,12,21,20,30,17,80,20.5
2021,12,21,21,0,16.3,83,20.5
2021,12,21,21,30,16,85,16.6
2021,12,21,22,0,16,85,18.4
2021,12,21,22,30,16.2,83,22.3
2021,12,21,23,0,16.1,82,18.4
2021,12,21,23,30,16.2,81,16.6
2021,12,22,0,0,16.4,82,16.6
2021,12,22,0,30,16.4,81,14.8
2021,12,22,1,0,15.4,86,14.8
2021,12,22,1,30,15.8,79,13
2021,12,22,2,0,15.1,78,18.4
2021,12,22,2,30,14.5,82,20.5
2021,12,22,3,0,14.2,81,18.4
2021,12,22,3,30,14.5,77,18.4
2021,12,22,4,0,14.6,75,14.8
2021,12,22,4,30,14.6,75,13
2021,12,22,5,0,14.7,73,14.8
2021,12,22,5,30,14.7,73,18.4
2021,12,22,6,0,14.8,72,16.6
2021,12,22,6,30,14.5,74,16.6
2021,12,22,7,0,14.5,75,14.8
2021,12,22,7,30,14.8,71,18.4
2021,12,22,8,0,15.2,67,20.5
2021,12,22,8,30,15.8,67,18.4
2021,12,22,9,0,15.8,66,16.6
2021,12,22,9,30,15.8,66,20.5
2021,12,22,10,0,16.5,65,16.6
2021,12,22,10,30,17,65,14.8
2021,12,22,11,0,16.7,66,16.6
2021,12,22,11,30,16.7,68,16.6
2021,12,22,12,0,17.3,62,18.4
2021,12,22,12,30,18.1,60,18.4
2021,12,22,13,0,17.7,62,20.5
2021,12,22,13,30,17.8,64,22.3
2021,12,22,14,0,19,60,24.1
2021,12,22,14,30,18.3,58,20.5
2021,12,22,15,0,19.1,59,22.3
2021,12,22,15,30,19.5,57,24.1
2021,12,22,16,0,18,57,18.4
2021,12,22,16,30,18.9,55,20.5
2021,12,22,17,0,19.2,53,18.4
2021,12,22,17,30,19.6,51,18.4
2021,12,22,18,0,19.2,51,20.5
2021,12,22,18,30,19,52,22.3
2021,12,22,19,0,18.1,57,22.3
2021,12,22,19,30,17.1,62,22.3
2021,12,22,20,0,16.1,65,27.7
2021,12,22,20,30,15,68,25.9
2021,12,22,21,0,14.5,69,18.4
2021,12,22,21,30,14.1,70,14.8
2021,12,22,22,0,14,72,16.6
2021,12,22,22,30,13.9,72,16.6
2021,12,22,23,0,13.6,73,14.8
2021,12,22,23,30,13.6,74,13
2021,12,23,0,0,14.2,72,14.8
2021,12,23,0,30,14.4,71,14.8
2021,12,23,1,0,14.4,72,13
2021,12,23,1,30,14.3,72,13
2021,12,23,2,0,14.2,71,16.6
2021,12,23,2,30,14.2,72,18.4
2021,12,23,3,0,14.2,70,14.8
2021,12,23,3,30,14,72,16.6
2021,12,23,4,0,13.9,73,14.8
2021,12,23,4,30,13.6,75,13
2021,12,23,5,0,13.5,75,13
2021,12,23,5,30,13.3,75,13
2021,12,23,6,0,13.3,73,14.8
2021,12,23,6,30,13.4,73,13
2021,12,23,7,0,13.6,71,13
2021,12,23,7,30,13.9,71,11.2
2021,12,23,8,0,14.2,69,13
2021,12,23,8,30,14.5,69,13
2021,12,23,9,0,14.8,67,13
2021,12,23,9,30,14.8,67,11.2
2021,12,23,10,0,15.5,66,16.6
2021,12,23,10,30,15.8,64,16.6
2021,12,23,11,0,16.7,62,18.4
2021,12,23,11,30,17.2,60,13
2021,12,23,12,0,18.5,55,18.4
2021,12,23,12,30,18.2,56,20.5
2021,12,23,13,0,18.7,54,20.5
2021,12,23,13,30,19.5,53,20.5
2021,12,23,14,0,19.2,55,20.5
2021,12,23,14,30,20.1,54,16.6
2021,12,23,15,0,19.7,52,14.8
2021,12,23,15,30,20.4,51,18.4
2021,12,23,16,0,20.1,49,16.6
2021,12,23,16,30,20.4,51,16.6
2021,12,23,17,0,20.2,52,24.1
2021,12,23,17,30,20.2,51,27.7
2021,12,23,18,0,20.2,51,25.9
2021,12,23,18,30,19.6,50,24.1
2021,12,23,19,0,19.1,53,24.1
2021,12,23,19,30,18.2,59,22.3
2021,12,23,20,0,17.2,62,22.3
2021,12,23,20,30,16.2,67,18.4
2021,12,23,21,0,15.4,71,16.6
2021,12,23,21,30,15,72,14.8
2021,12,23,22,0,14.3,75,9.4
2021,12,23,22,30,14.4,73,11.2
2021,12,23,23,0,13.8,75,11.2
2021,12,23,23,30,13.9,73,13
2021,12,24,0,0,13.5,70,11.2
2021,12,24,0,30,12.9,73,11.2
2021,12,24,1,0,12.5,76,9.4
2021,12,24,1,30,12.3,79,7.6
2021,12,24,2,0,11.2,84,9.4
2021,12,24,2,30,10.5,87,9.4
2021,12,24,3,0,10.3,88,13
2021,12,24,3,30,10.2,89,9.4
2021,12,24,4,0,10.5,88,7.6
2021,12,24,4,30,11.3,88,9.4
2021,12,24,5,0,10.9,87,7.6
2021,12,24,5,30,9.9,88,9.4
2021,12,24,6,0,10,91,11.2
2021,12,24,6,30,10.4,91,11.2
2021,12,24,7,0,11.9,89,11.2
2021,12,24,7,30,13.3,86,7.6
2021,12,24,8,0,14.3,77,7.6
2021,12,24,8,30,15.2,73,5.4
2021,12,24,9,0,16.3,70,9.4
2021,12,24,9,30,16.9,67,9.4
2021,12,24,10,0,18.2,57,7.6
2021,12,24,10,30,19.5,58,7.6
2021,12,24,11,0,21,56,9.4
2021,12,24,11,30,21.3,54,9.4
2021,12,24,12,0,21.8,51,9.4
2021,12,24,12,30,23.5,48,11.2
2021,12,24,13,0,23.5,44,11.2
2021,12,24,13,30,24.8,45,13
2021,12,24,14,0,24.6,39,11.2
2021,12,24,14,30,25.5,40,13
2021,12,24,15,0,26.5,42,16.6
2021,12,24,15,30,26.2,39,16.6
2021,12,24,16,0,26.4,35,13
2021,12,24,16,30,27.7,35,13
2021,12,24,17,0,27.4,32,16.6
2021,12,24,17,30,27.6,31,18.4
2021,12,24,18,0,27.4,32,20.5
2021,12,24,18,30,27.1,28,20.5
2021,12,24,19,0,26.3,29,22.3
2021,12,24,19,30,25.1,41,18.4
2021,12,24,20,0,22.8,50,16.6
2021,12,24,20,30,21.5,61,22.3
2021,12,24,21,0,20.4,69,16.6
2021,12,24,21,30,19.3,74,13
2021,12,24,22,0,18.8,75,16.6
2021,12,24,22,30,17.6,80,20.5
2021,12,24,23,0,16.7,81,16.6
2021,12,24,23,30,16.4,80,14.8
2021,12,25,0,0,15.6,86,13
2021,12,25,0,30,15.6,87,14.8
2021,12,25,1,0,15.2,88,13
2021,12,25,1,30,14.5,88,9.4
2021,12,25,2,0,14.3,90,5.4
2021,12,25,2,30,15.1,86,0
2021,12,25,3,0,15.5,84,3.6
2021,12,25,3,30,15,86,0
2021,12,25,4,0,14.8,88,13
2021,12,25,4,30,15.5,87,18.4
2021,12,25,5,0,15.4,88,14.8
2021,12,25,5,30,15.3,89,13
2021,12,25,6,0,15.5,87,16.6
2021,12,25,6,30,16,83,13
2021,12,25,7,0,16,84,14.8
2021,12,25,7,30,16.1,80,16.6
2021,12,25,8,0,16.1,81,16.6
2021,12,25,8,30,16.3,81,14.8
2021,12,25,9,0,16.6,78,14.8
2021,12,25,9,30,16.8,76,14.8
2021,12,25,10,0,16.9,73,16.6
2021,12,25,10,30,17.4,70,16.6
2021,12,25,11,0,17.7,69,16.6
2021,12,25,11,30,18.5,65,14.8
2021,12,25,12,0,18.8,63,14.8
2021,12,25,12,30,20.1,58,16.6
2021,12,25,13,0,20.5,60,16.6
2021,12,25,13,30,20.6,59,20.5
2021,12,25,14,0,21.1,55,24.1
2021,12,25,14,30,21.6,58,24.1
2021,12,25,15,0,21.6,53,25.9
2021,12,25,15,30,22.1,53,24.1
2021,12,25,16,0,21.5,55,24.1
2021,12,25,16,30,21.4,55,27.7
2021,12,25,17,0,21,58,27.7
2021,12,25,17,30,20.5,63,25.9
2021,12,25,18,0,19.6,68,31.3
2021,12,25,18,30,17.7,73,27.7
2021,12,25,19,0,17.1,75,27.7
2021,12,25,19,30,16.4,76,27.7
2021,12,25,20,0,16.1,75,27.7
2021,12,25,20,30,15.8,74,29.5
2021,12,25,21,0,15.5,72,27.7
2021,12,25,21,30,15.3,73,24.1
2021,12,25,22,0,15.4,73,25.9
2021,12,25,22,30,15.1,71,27.7
2021,12,25,23,0,15,69,31.3
2021,12,25,23,30,14.7,68,25.9
2021,12,26,0,0,14.6,67,25.9
2021,12,26,0,30,14.4,66,27.7
2021,12,26,1,0,14.4,66,20.5
2021,12,26,1,30,14.5,65,18.4
2021,12,26,2,0,14.6,64,22.3
2021,12,26,2,30,14.4,65,22.3
2021,12,26,3,0,14.3,64,16.6
2021,12,26,3,30,14.3,66,16.6
2021,12,26,4,0,14.2,62,24.1
2021,12,26,4,30,14.2,62,24.1
2021,12,26,5,0,14.3,63,20.5
2021,12,26,5,30,14.2,62,14.8
2021,12,26,6,0,14.2,63,20.5
2021,12,26,6,30,14.3,62,16.6
2021,12,26,7,0,14.4,63,24.1
2021,12,26,7,30,14.6,62,24.1
2021,12,26,8,0,14.7,68,24.1
2021,12,26,8,30,14.7,73,22.3
2021,12,26,9,0,15.2,65,27.7
2021,12,26,9,30,14.7,73,25.9
2021,12,26,10,0,15.2,75,31.3
2021,12,26,10,30,15.4,68,27.7
2021,12,26,11,0,15.9,65,29.5
2021,12,26,11,30,16,61,29.5
2021,12,26,12,0,15.8,64,27.7
2021,12,26,12,30,16.1,63,25.9
2021,12,26,13,0,15.9,65,29.5
2021,12,26,13,30,16.9,58,31.3
2021,12,26,14,0,16.8,58,31.3
2021,12,26,14,30,16.8,54,29.5
2021,12,26,15,0,17.2,54,33.5
2021,12,26,15,30,17.8,51,33.5
2021,12,26,16,0,17,48,35.3
2021,12,26,16,30,17,53,31.3
2021,12,26,17,0,16.9,53,31.3
2021,12,26,17,30,16.3,52,31.3
2021,12,26,18,0,16,62,29.5
2021,12,26,18,30,15.6,63,29.5
2021,12,26,19,0,15.4,64,35.3
2021,12,26,19,30,14.9,66,31.3
2021,12,26,20,0,14.4,69,33.5
2021,12,26,20,30,14.5,62,33.5
2021,12,26,21,0,14.5,61,33.5
2021,12,26,21,30,14.3,64,29.5
2021,12,26,22,0,14.1,64,31.3
2021,12,26,22,30,13.7,60,29.5
2021,12,26,23,0,13.5,61,31.3
2021,12,26,23,30,13.4,59,31.3
2021,12,27,0,0,13.5,60,25.9
2021,12,27,0,30,13.5,60,24.1
2021,12,27,1,0,13.3,61,27.7
2021,12,27,1,30,13.1,60,27.7
2021,12,27,2,0,13,60,25.9
2021,12,27,2,30,12.9,61,22.3
2021,12,27,3,0,13.1,61,20.5
2021,12,27,3,30,13.3,60,20.5
2021,12,27,4,0,13.2,64,24.1
2021,12,27,4,30,13.4,59,27.7
2021,12,27,5,0,13.2,58,22.3
2021,12,27,5,30,13.2,59,18.4
2021,12,27,6,0,13.3,60,20.5
2021,12,27,6,30,13.2,62,20.5
2021,12,27,7,0,13.4,62,25.9
2021,12,27,7,30,13.7,61,24.1
2021,12,27,8,0,14.2,61,24.1
2021,12,27,8,30,14.6,66,24.1
2021,12,27,9,0,14.8,64,27.7
2021,12,27,9,30,15.1,65,31.3
2021,12,27,10,0,15.8,61,31.3
2021,12,27,10,30,17,56,31.3
2021,12,27,11,0,17,59,25.9
2021,12,27,11,30,17.5,57,33.5
2021,12,27,12,0,18,58,31.3
2021,12,27,12,30,18.8,59,31.3
2021,12,27,13,0,18.6,60,31.3
2021,12,27,13,30,19.8,58,31.3
2021,12,27,14,0,20,51,33.5
2021,12,27,14,30,20.6,54,33.5
2021,12,27,15,0,20.5,50,35.3
2021,12,27,15,30,21,50,38.9
2021,12,27,16,0,22.1,42,42.5
2021,12,27,16,30,20.6,43,37.1
2021,12,27,17,0,21.3,45,38.9
2021,12,27,17,30,21.2,44,35.3
2021,12,27,18,0,21.9,44,37.1
2021,12,27,18,30,20.7,45,33.5
2021,12,27,19,0,19.3,48,33.5
2021,12,27,19,30,19.4,45,40.7
2021,12,27,20,0,18.6,48,38.9
2021,12,27,20,30,17.7,51,35.3
2021,12,27,21,0,16.9,57,29.5
2021,12,27,21,30,16.6,57,35.3
2021,12,27,22,0,16.2,59,35.3
2021,12,27,22,30,15.7,62,33.5
2021,12,27,23,0,15.1,64,31.3
2021,12,27,23,30,14.6,67,25.9
2021,12,28,0,0,14.5,68,25.9
2021,12,28,0,30,14,68,20.5
2021,12,28,1,0,13.3,73,18.4
2021,12,28,1,30,13,76,20.5
2021,12,28,2,0,12.6,78,18.4
2021,12,28,2,30,12.3,80,18.4
2021,12,28,3,0,11.5,82,14.8
2021,12,28,3,30,11,82,5.4
2021,12,28,4,0,11,83,9.4
2021,12,28,4,30,10.1,85,7.6
2021,12,28,5,0,9.8,88,5.4
2021,12,28,5,30,9,89,7.6
2021,12,28,6,0,8.5,91,9.4
2021,12,28,6,30,9.1,91,11.2
2021,12,28,7,0,10.2,89,11.2
2021,12,28,7,30,12,82,9.4
2021,12,28,8,0,13,76,11.2
2021,12,28,8,30,14,70,11.2
2021,12,28,9,0,14.7,67,13
2021,12,28,9,30,15.5,63,11.2
2021,12,28,10,0,16.7,58,13
2021,12,28,10,30,17.6,57,9.4
2021,12,28,11,0,18.6,53,11.2
2021,12,28,11,30,19.5,50,11.2
2021,12,28,12,0,20.4,44,13
2021,12,28,12,30,20.9,43,13
2021,12,28,13,0,21.1,41,13
2021,12,28,13,30,21.6,38,11.2
2021,12,28,14,0,22,41,16.6
2021,12,28,14,30,22.7,40,18.4
2021,12,28,15,0,22.1,39,18.4
2021,12,28,15,30,22.8,42,24.1
2021,12,28,16,0,22.2,45,25.9
2021,12,28,16,30,22,48,27.7
2021,12,28,17,0,21.4,51,33.5
2021,12,28,17,30,21.3,52,29.5
2021,12,28,18,0,21,53,29.5
2021,12,28,18,30,20.4,58,25.9
2021,12,28,19,0,20,59,27.7
2021,12,28,19,30,19.1,63,25.9
2021,12,28,20,0,18.3,66,22.3
2021,12,28,20,30,17.4,70,20.5
2021,12,28,21,0,16.3,75,18.4
2021,12,28,21,30,16,77,16.6
2021,12,28,22,0,15.4,78,16.6
2021,12,28,22,30,15.1,80,16.6
2021,12,28,23,0,14.5,82,18.4
2021,12,28,23,30,13.9,85,20.5
2021,12,29,0,0,13.6,87,20.5
2021,12,29,0,30,13.3,88,18.4
2021,12,29,1,0,13.1,87,20.5
2021,12,29,1,30,12.9,89,18.4
2021,12,29,2,0,12.7,90,20.5
2021,12,29,2,30,12.6,92,14.8
2021,12,29,3,0,12.2,93,14.8
2021,12,29,3,30,12.4,94,16.6
2021,12,29,4,0,12.3,94,14.8
2021,12,29,4,30,11.3,93,13
2021,12,29,5,0,11,94,13
2021,12,29,5,30,10.9,95,9.4
2021,12,29,6,0,11,96,9.4
2021,12,29,6,30,12,96,9.4
2021,12,29,7,0,13.3,95,9.4
2021,12,29,7,30,14.3,92,9.4
2021,12,29,8,0,15.1,85,11.2
2021,12,29,8,30,16.2,79,9.4
2021,12,29,9,0,18,72,9.4
2021,12,29,9,30,18.2,71,9.4
2021,12,29,10,0,18.9,65,9.4
2021,12,29,10,30,19.9,60,9.4
2021,12,29,11,0,20.7,56,7.6
2021,12,29,11,30,22.1,52,13
2021,12,29,12,0,22.5,51,11.2
2021,12,29,12,30,22.3,51,18.4
2021,12,29,13,0,22.3,51,20.5
2021,12,29,13,30,22.5,48,14.8
2021,12,29,14,0,23.9,45,16.6
2021,12,29,14,30,23.1,48,16.6
2021,12,29,15,0,23.8,47,14.8
2021,12,29,15,30,24.5,44,11.2
2021,12,29,16,0,25.1,43,16.6
2021,12,29,16,30,25,39,18.4
2021,12,29,17,0,24.1,45,25.9
